Tcs, Main , Midblock Route , Side1Route , Side2Route ,ActivationDate,Latitude,Longitude,CountDate,PeakHrVehicleVolume,PeakHrPedestrianVolume,weekday,year
1831, ANNETTE ST ,'', EVELYN AVE ,'',03-08-2007,43.661120000000004,-79.4752,01-09-2012,7466,1004,3,2007
1832, THE QUEENSWAY , 230m EAST OF , THE WEST MALL , PRIVATE ACCESS ,08-10-1999,43.61363,-79.56036999999999,05-27-2008,21270,101,1,1999
1834, OVERLEA BLVD , 175m WEST OF , THORNCLIFFE PARK DR , PRIVATE ACCESS ,03-24-2000,43.707029999999996,-79.34566,10-27-2011,10759,675,4,2000
1835, BLOOR ST W ,'', FORESTVIEW RD , MAPLEDAWN RD ,07-29-1999,43.6328,-79.5734,06-14-2011,10736,249,3,1999
1836, O CONNOR DR ,'', GLENWOOD CRES ,'',01-23-2001,43.702729999999995,-79.31568,05-28-2012,19267,384,1,2001
1837, LAWRENCE AVE W ,'', GLEN RUSH BLVD ,'',08-19-1999,43.71999,-79.42664,05-03-2012,14129,527,3,1999
1838, LAWRENCE AVE E ,'', EAST AVE , PRIVATE ACCESS ,08-16-1999,43.78072,-79.13159,01-25-2018,3522,1394,0,1999
1839, WARDEN AVE , 75m NORTH OF , MACK AVE ,'',03-09-1999,43.70027,-79.27608000000001,01-27-2011,6587,291,1,1999
1840, THE EAST MALL , 70m NORTH OF , CANTLE PATH , PRIVATE ACCESS ,09-15-1999,43.644654715,-79.558876455,03-26-2008,7316,183,2,1999
1841, COMMISSIONERS ST ,'', DON ROADWAY , PRIVATE ACCESS ,04-27-2000,43.64855,-79.34501999999999,05-16-2012,4750,21,3,2000
1843, COMMISSIONERS ST ,'', CARLAW AVE , PRIVATE ACCESS ,04-27-2000,43.65265,-79.33556,04-22-2013,5309,28,3,2000
1844, LESLIE ST ,'', COMMISSIONERS ST , NORTH SERVICE RD ,04-27-2000,43.65655,-79.32635,04-22-2013,6556,67,3,2000
1845, FRONT ST E ,'', GEORGE ST , GEORGE ST S ,11-02-2000,43.649842,-79.37031999999999,07-30-2013,7485,6045,3,2000
1846, VICTORIA PARK AVE ,'', MUSGRAVE ST , PRIVATE ACCESS ,04-25-2000,43.68795,-79.28697,08-07-2013,12033,1076,1,2000
1847, DUNDAS ST W ,'', MABELLE AVE ,'',10-28-1999,43.64678,-79.53052,05-12-2016,11830,819,3,1999
1848, FINCH AVE W ,'', WOODBINE DOWNS BLVD , HALESIA DR ,10-22-2003,43.73376,-79.60673,07-31-2013,10162,624,2,2003
1849, BRENTCLIFFE RD ,'', VANDERHOOF AVE ,'',11-07-2000,43.7129,-79.35908,09-08-2010,10837,714,1,2000
1850, DANFORTH AVE ,'', THYRA AVE , PRIVATE ACCESS ,06-14-2000,43.69081,-79.29025,05-07-2015,12898,3440,2,2000
1851, KING ST W ,'', SUDBURY ST , PRIVATE ACCESS ,07-02-2000,43.641009999999994,-79.41727,08-24-2015,10301,1835,6,2000
1852, DUNDAS ST W , 275m EAST OF , ROYAL YORK RD , PRIVATE ACCESS ,01-20-2000,43.659460348,-79.513578197,05-12-2016,18788,456,3,2000
1855, KIPLING AVE ,'', LONGFIELD RD , THE KINGSWAY ,06-07-2000,43.6736,-79.5493,09-15-2015,11307,313,2,2000
1856, FINCH AVE W , 400m WEST OF , KIPLING AVE , PRIVATE ACCESS ,09-27-2000,43.74326,-79.58676,12-10-2009,13132,552,2,2000
1857, EASTERN AVE ,'', LARCHMOUNT AVE ,'',09-07-2000,43.659659000000005,-79.333166,04-26-2016,11098,141,3,2000
1858, PRINCES BLVD ,'', NUNAVUT RD , PRIVATE ACCESS ,12-09-2000,43.63327,-79.41528000000001,10-14-2008,1485,33,5,2000
1859, STEELES AVE E , 95m WEST OF , TARBERT RD , OLD ENGLISH LANE ,05-07-2000,43.80405,-79.39278,01-30-2018,20322,126,6,2000
1861, FINCH AVE E ,'', LISZT GT , TRUDY RD ,03-08-2000,43.79084,-79.36306,12-05-2016,16239,502,2,2000
1863, THE QUEENSWAY , 150m WEST OF , ISLINGTON AVE , PRIVATE ACCESS ,05-12-2000,43.62319,-79.51677,07-30-2012,17766,274,4,2000
1864, DUNDAS ST W , 50m NORTH OF , CHELSEA AVE , PRIVATE ACCESS ,02-20-2001,43.658612,-79.453102,04-27-2011,9752,1091,1,2001
1865, QUEEN ST E ,'', SUMACH ST ,'',11-10-2000,43.65683,-79.35889,05-09-2011,6877,2578,4,2000
1866, YORK MILLS RD ,'', SCARSDALE RD , PRIVATE ACCESS ,09-06-2000,43.75354,-79.3575,03-09-2016,19385,675,2,2000
1867, KIPLING AVE ,'', MATTICE AVE , MATTICE RD ,10-19-2000,43.64696,-79.53755,12-16-2014,13922,146,3,2000
1868, CALEDONIA RD ,'', RAITHERM RD , PRIVATE ACCESS ,06-09-2000,43.70193,-79.46434,02-16-2011,17328,580,4,2000
1869, KEELE ST ,'', DOVEHOUSE AVE ,'',12-23-2003,43.74961,-79.48758000000001,02-23-2016,14554,264,1,2003
1870, PHARMACY AVE ,'', DOLPHIN DR , PRIVATE ACCESS ,07-11-2000,43.70009,-79.28671,02-08-2018,7836,846,1,2000
1871, SHERWAY GARDENS RD ,'', GARDINER X W SHERWAY GARDENS RAMP ,'',01-12-2000,43.61309,-79.55228000000001,12-06-2011,9713,0,2,2000
1872, EGLINTON AVE E ,'', PRUDHAM GT , PRIVATE ACCESS ,11-24-2000,43.72848,-79.28481,03-11-2013,19273,462,4,2000
1873, MARTIN GROVE RD ,'', RICHGROVE DR ,'',03-05-2001,43.676840000000006,-79.56419,05-10-2016,12097,687,0,2001
1874, WILSON AVE , 300m EAST OF , DUFFERIN ST , PRIVATE ACCESS ,08-03-2001,43.73284,-79.45532,03-08-2016,17180,368,4,2001
1875, DUFFERIN ST ,'', BILLY BISHOP WAY ,'',07-03-2001,43.73004,-79.45837,04-04-2016,17472,93,1,2001
1876, ALNESS ST ,'', FLINT RD ,'',11-21-2000,43.7819227,-79.478151,02-05-2013,9916,36,1,2000
1877, DON MILLS RD , 160m NORTH OF , SHEPPARD AVE E , PRIVATE ACCESS ,10-30-2002,43.77649,-79.34756,12-02-2009,19187,656,2,2002
1878, DUNDAS ST W ,'', MANNING AVE ,'',11-14-2000,43.65135,-79.41091,04-08-2015,8875,2028,1,2000
1879, THE QUEENSWAY ,'', GLENDALE AVE ,'',08-31-2001,43.63932,-79.45129,03-04-2015,13888,555,4,2001
1880, ANNETTE ST ,'', PACIFIC AVE ,'',08-06-2001,43.663242,-79.467636,01-26-2010,7493,780,0,2001
1881, SPADINA RD ,'', BURTON RD , KILBARRY RD ,02-28-2006,43.69285,-79.41441,02-24-2009,7370,282,1,2006
1882, PHARMACY AVE ,'', DEWEY DR ,'',08-12-2000,43.755022,-79.309359,09-20-2010,13103,732,5,2000
1883, BATHURST ST ,'', ADELAIDE ST W ,'',11-09-2001,43.64521,-79.40321,09-17-2016,11906,2667,4,2001
1884, KIPLING AVE , 30m NORTH OF , STEVENSON RD ,'',08-12-2000,43.74495,-79.58288,04-19-2010,19194,1700,5,2000
1885, ISLINGTON AVE ,'', TITAN RD ,'',07-12-2000,43.63088,-79.51774,05-03-2014,16364,302,2,2000
1886, MARTIN GROVE RD ,'', PORTERFIELD RD ,'',01-25-2001,43.72218,-79.58498,05-03-2016,9656,185,3,2001
1887, BURNHAMTHORPE RD ,'', OLD BURNHAMTHORPE RD ,'',08-29-2001,43.64067,-79.58202,11-30-2016,16330,216,2,2001
1888, MOUNT PLEASANT RD ,'', GLENGOWAN RD ,'',03-27-2001,43.720386,-79.394925,01-21-2013,9463,165,1,2001
1889, DANFORTH AVE , 200m EAST OF , MAIN ST , PRIVATE ACCESS ,06-02-2001,43.688678456999995,-79.29952830100001,05-07-2015,12920,3473,5,2001
1890, KIPLING AVE ,'', GARDINER WB OFF RAMP ,'',07-12-2000,43.61923,-79.52604000000001,08-14-2012,24251,35,2,2000
1891, SCARLETT RD ,'', LA ROSE AVE ,'',02-13-2001,43.68687,-79.51312,12-13-2016,10826,175,1,2001
1892, THE QUEENSWAY , 60m EAST OF , ALGIE AVE , PRIVATE ACCESS ,09-28-2001,43.61885,-79.53625,08-08-2012,20221,114,4,2001
1894, PARLIAMENT ST ,'', MILL ST ,'',05-23-2001,43.650192,-79.362162,08-13-2013,8833,3658,2,2001
1895, LAWRENCE AVE W ,'', BLOSSOMFIELD DR ,'',06-11-2001,43.71524,-79.4484,06-17-2013,15437,568,0,2001
1896, MIDLAND AVE ,'', BAYLAWN DR , BOARHILL DR ,07-25-2001,43.80005,-79.28468000000001,12-14-2016,11044,273,2,2001
1897, OAKDALE RD , 376m SOUTH OF , FINCH AVE W , PRIVATE ACCESS ,12-15-2011,43.75325,-79.52601,02-07-2012,7394,393,3,2011
1899, MILNER AVE ,'', GRAND MARSHALL DR , PRIVATE ACCESS ,09-18-2001,43.79979,-79.19677,03-02-2011,7500,69,1,2001
1900, DIXON RD , 65m WEST OF , MCARTHUR ST , PRIVATE ACCESS ,11-20-2002,43.69751,-79.54491999999999,11-29-2016,15775,710,2,2002
1901, PORT UNION RD ,'', CONFERENCE BLVD ,'',08-21-2001,43.786142,-79.139429,08-08-2016,7603,211,1,2001
1902, TAPSCOTT RD ,'', CROW TRL ,'',05-07-2001,43.80767,-79.23262,04-16-2012,6725,102,0,2001
1903, HIGHWAY 27 ,'', ROYALCREST RD ,'',12-09-2001,43.74972,-79.61046,08-08-2013,16730,5,6,2001
1905, DUNDAS ST E ,'', VICTORIA ST ,'',09-19-2002,43.6563,-79.37955,04-13-2015,8889,10912,3,2002
1906, KEELE ST ,'', THE POND RD ,'',12-20-2001,43.77203,-79.49319,02-27-2016,10081,203,3,2001
1907, WICKSTEED AVE ,'', BRENTCLIFFE RD , PRIVATE ACCESS ,09-13-2001,43.711490000000005,-79.3585,09-07-2010,8998,277,3,2001
1911, MARTIN GROVE RD ,'', JEFFCOAT DR ,'',11-28-2001,43.71882,-79.58341,05-03-2016,10232,137,2,2001
1912, KING ST W ,'', ATLANTIC AVE ,'',07-31-2003,43.640190000000004,-79.42126999999999,01-24-2018,9466,2769,3,2003
1913, SHEPPARD AVE E ,'', BARBERRY PL , PRIVATE ACCESS ,12-19-2002,43.76747,-79.385,06-18-2013,22825,1418,3,2002
1914, VICTORIA PARK AVE ,'', FARM GREENWAY , TERRAVIEW BLVD ,06-16-2015,43.764460713999995,-79.318369465,09-20-2017,30965,487,1,2015
1915, STEELES AVE W , 185m WEST OF , HIDDEN TRL , PRIVATE ACCESS ,06-17-2003,43.78824,-79.46537,05-13-2015,24345,392,1,2003
1916, QUEEN ST E ,'', BELLEFAIR AVE ,'',08-15-2002,43.670120000000004,-79.29981,08-23-2017,10038,3826,3,2002
1917, LAKE SHORE BLVD W ,'', FORT YORK BLVD ,'',08-13-2002,43.63551,-79.4067,11-03-2011,25651,56,1,2002
1918, FORT YORK BLVD ,'', FLEET ST ,'',08-13-2002,43.6364,-79.40682,09-28-2011,7407,517,1,2002
1919, BATHURST ST ,'', FORT YORK BLVD ,'',08-13-2002,43.638870000000004,-79.40061999999999,04-12-2015,11653,5808,1,2002
1920, DUNDAS ST W ,'', CLENDENAN AVE ,'',12-09-2002,43.66554,-79.47346,05-04-2016,11186,1933,0,2002
1921, ALBION RD ,'', CALSTOCK DR ,'',01-22-2002,43.73409,-79.55824,05-25-2016,12540,123,1,2002
1923, O CONNOR DR ,'', FOUR OAKS GT ,'',06-12-2001,43.69676,-79.33421,01-08-2013,17289,104,1,2001
1924, O CONNOR DR ,'', TAYLOR DR ,'',04-12-2001,43.698974575,-79.32383070899999,08-17-2010,16176,213,3,2001
1926, MARKHAM RD , 250m SOUTH OF , FINCH AVE E , PRIVATE ACCESS ,11-01-2002,43.81078,-79.24293,07-31-2012,21432,84,4,2002
1927, NORTH QUEEN ST ,'', NOVA RD , PRIVATE ACCESS ,08-14-2002,43.616051492,-79.557155618,10-03-2011,11001,348,2,2002
1928, BLOOR ST W ,'', MONTROSE AVE ,'',01-08-2002,43.663018,-79.42090400000001,01-10-2018,7837,1342,1,2002
1929, DOVERCOURT RD ,'', HEPBOURNE ST ,'',08-29-2002,43.65898,-79.42853000000001,05-20-2010,6818,1574,3,2002
1930, ST CLAIR AVE E ,'', FERNDALE AVE , PRIVATE ACCESS ,08-14-2003,43.68864,-79.39149,11-20-2008,15672,1551,3,2003
1931, LESLIE ST , 50m SOUTH OF , MOSLEY ST , PRIVATE ACCESS ,06-27-2003,43.660140000000006,-79.32885,05-27-2013,10614,836,4,2003
1932, THE QUEENSWAY ,'', SOUTH KINGSWAY LINK RD ,'',11-10-2009,43.635883246000006,-79.473179522,10-05-2016,2452,0,1,2009
1933, KINGSTON RD , 25m EAST OF , GLEN MANOR DR ,'',06-09-2002,43.67975,-79.29451,11-11-2015,10763,994,6,2002
1934, BLOOR ST W ,'', BROCK AVE ,'',03-07-2002,43.6591,-79.43918000000001,07-11-2017,12219,2082,3,2002
1935, DUNDAS ST W ,'', HOWARD PARK AVE , LYND AVE ,12-04-2003,43.65213,-79.44801,06-03-2013,11264,926,3,2003
1936, OSSINGTON AVE , 54m NORTH OF , ACORES AVE ,'',12-01-2005,43.672059999999995,-79.42981999999999,04-12-2011,5284,162,3,2005
1937, OSSINGTON AVE ,'', CHURCHILL AVE ,'',08-27-2002,43.651990000000005,-79.42173000000001,01-12-2010,6627,830,1,2002
1938, EGLINTON AVE W ,'', SATELLITE DR , PRIVATE ACCESS ,12-01-2004,43.65159,-79.60313000000001,03-22-2012,16600,145,2,2004
1939, THE QUEENSWAY , 240m EAST OF , THE EAST MALL , PRIVATE ACCESS ,02-10-2002,43.61714,-79.54347,06-09-2010,24831,57,6,2002
1941, COMSTOCK RD ,'', LEBOVIC AVE ,'',10-19-2005,43.72071,-79.28872,06-15-2015,6961,101,2,2005
1942, MILNER AVE ,'', MURISON BLVD , PRIVATE ACCESS ,04-16-2003,43.79902,-79.20229,07-11-2017,9855,842,2,2003
1943, SCARLETT RD ,'', EDINBOROUGH CRT ,'',12-17-2002,43.67235,-79.50399,11-29-2016,10831,136,1,2002
1944, LAKE SHORE BLVD W ,'', GARDINER/LAKE SHORE RAMP , BROOKERS LANE ,02-10-2006,43.62727,-79.47906,10-06-2016,13928,306,4,2006
1945, YONGE ST ,'', SCRIVENER SQ ,'',06-18-2003,43.68051,-79.39092,04-14-2014,15189,1027,2,2003
1946, DIXON RD , 260m WEST OF , CHETTA PL ,'',12-11-2002,43.695062031000006,-79.555315822,11-29-2016,14480,568,2,2002
1947, HUMBER COLLEGE BLVD ,'', WINDWOOD DR , SILVER BELL LANE ,08-27-2003,43.730059999999995,-79.60493000000001,12-10-2014,8980,1157,2,2003
1948, LAWRENCE AVE E , 135m WEST OF , BAYVIEW AVE , PRIVATE ACCESS ,11-05-2002,43.72786,-79.38356,03-18-2013,12944,416,1,2002
1949, LAWRENCE AVE E ,'', MILDENHALL RD ,'',07-12-1974,43.72845,-79.38654,06-10-2013,13912,243,4,1974
1950, KIPLING AVE , 150m NORTH OF , MOUNT OLIVE DR ,'',10-17-2002,43.7481,-79.58438000000001,04-19-2010,9297,584,3,2002
1951, LAKE SHORE BLVD E , 224m WEST OF , WOODBINE AVE ,'',12-23-2002,43.664390000000004,-79.30624,05-20-2015,11567,270,0,2002
1952, BROADVIEW AVE ,'', PRETORIA AVE ,'',05-12-2002,43.67845,-79.35843,10-18-2016,8937,3215,6,2002
1953, ALBION RD ,'', BENSTROW AVE , SANAGAN RD ,05-28-2003,43.73908,-79.57618000000001,05-25-2016,14762,427,2,2003
1954, STEELES AVE E ,'', STAINES RD ,'',11-13-2003,43.84104,-79.23224,11-29-2010,11447,6,3,2003
1955, BLOOR ST W , 78m WEST OF , ST THOMAS ST ,'',12-12-2002,43.6692,-79.39189,01-16-2017,10428,2023,3,2002
1956, SHEPPARD AVE E ,'', BLUE RIDGE RD ,'',12-19-2002,43.76978,-79.37418000000001,03-22-2014,17247,395,3,2002
1957, HORNER AVE ,'', BETA ST ,'',08-12-2003,43.6032338,-79.5385002,05-15-2013,6526,350,1,2003
1958, MCNICOLL AVE ,'', SILVER STAR BLVD ,'',09-10-2009,43.81388,-79.295,06-08-2017,12440,251,3,2009
1959, MARTIN GROVE RD ,'', MILKWOOD AVE ,'',10-07-2003,43.730129999999996,-79.58855,05-03-2016,9988,190,1,2003
1960, ALBION RD , 230m WEST OF , KIPLING AVE ,'',10-05-2004,43.74019504899999,-79.583272487,05-25-2016,12281,898,1,2004
1961, RICHMOND ST E ,'', GEORGE ST ,'',12-09-2003,43.6528157,-79.37156999999999,08-13-2013,8880,2605,1,2003
1962, RICHMOND ST E ,'', BERKELEY ST ,'',08-11-2005,43.65428,-79.36529,08-10-2010,13355,705,3,2005
1963, ADELAIDE ST E ,'', GEORGE ST ,'',05-18-2004,43.6516,-79.37108,08-19-2009,9398,2697,1,2004
1964, ADELAIDE ST E ,'', BERKELEY ST ,'',08-11-2005,43.65299,-79.36475,08-18-2009,8428,560,3,2005
1965, KING ST E ,'', GEORGE ST ,'',05-19-2004,43.650729999999996,-79.3707,05-17-2017,6632,11774,2,2004
1966, KING ST E ,'', BERKELEY ST ,'',02-11-2004,43.65214,-79.3644,05-17-2017,5522,3714,2,2004
1967, FRONT ST E ,'', PRINCESS ST ,'',09-22-2004,43.6506527,-79.366682,08-19-2009,10245,2092,2,2004
1968, FRONT ST E ,'', BERKELEY ST ,'',02-11-2004,43.65129,-79.36401,08-20-2009,10718,1526,2,2004
1969, QUEEN ST W ,'', PALMERSTON AVE , TECUMSETH ST ,10-30-2003,43.64672,-79.40654,09-02-2015,10538,6170,3,2003
1970, SHAW ST ,'', LOBB AVE ,'',08-18-2004,43.64698,-79.41715,01-14-2010,3069,486,2,2004
1971, KINGSTON RD ,'', ELMER AVE ,'',04-27-2004,43.675709000000005,-79.305939,11-11-2015,11640,579,1,2004
1972, MOUNT PLEASANT RD ,'', ROEHAMPTON AVE ,'',07-29-2004,43.70963,-79.39059,01-17-2017,13719,3233,3,2004
1974, GATEWAY BLVD ,'', GRENOBLE DR , PRIVATE ACCESS ,10-01-2003,43.71496,-79.3342,11-23-2009,5012,2105,2,2003
1975, AVENUE RD ,'', 401 C E AVENUE RD RAMP ,'',10-06-2006,43.741171085,-79.422417756,10-17-2011,22435,88,4,2006
1977, DORIS AVE ,'', CHURCH AVE ,'',10-17-2003,43.77411,-79.41252,05-18-2016,10252,3067,4,2003
1979, STEELES AVE E ,'', 9TH LINE ,'',09-13-2011,43.84259,-79.22581,01-24-2012,11534,4,1,2011
1980, STEELES AVE W ,'', SIGNAL HILL AVE , PRIVATE ACCESS ,10-08-2003,43.75306,-79.62510999999999,05-15-2015,16258,305,2,2003
1981, QUEEN ST W ,'', LANSDOWNE AVE , JAMESON AVE ,09-28-2006,43.64056,-79.43699000000001,05-15-2013,12715,5387,3,2006
1982, FINCH AVE W ,'', BEECROFT RD , GREENVIEW AVE ,02-21-2007,43.77917,-79.41849,05-15-2013,15640,1391,2,2007
1983, PROGRESS AVE ,'', SCHICK CRT ,'',01-10-2008,43.77473,-79.26583000000001,03-08-2016,9468,53,3,2008
1984, KING ST W ,'', SPENCER AVE ,'',06-06-2003,43.63823,-79.4309,10-07-2015,9259,2198,4,2003
1985, WILLIAM R ALLEN RD , 510m SOUTH OF , SHEPPARD AVE W , PRIVATE ACCESS ,10-23-2004,43.746590000000005,-79.46018000000001,04-25-2012,29471,14,5,2004
1987, DUNDAS ST E ,'', ONTARIO ST ,'',11-09-2004,43.65889,-79.36856999999999,04-13-2015,6416,2459,1,2004
1989, SHEPPARD AVE E ,'', DEAN PARK RD , ROUGE RIVER DR ,01-06-2004,43.806290000000004,-79.180398,04-03-2014,8809,386,1,2004
1990, BREMNER BLVD ,'', VAN DE WATER CRES ,'',11-14-2003,43.640358,-79.388837,05-02-2011,6011,1034,4,2003
1991, ST CLAIR AVE W , 48m WEST OF , DUNVEGAN RD ,'',02-16-2007,43.6859,-79.40535,12-03-2009,8398,1071,4,2007
1992, CARLTON ST ,'', ONTARIO ST ,'',04-04-2005,43.66375,-79.3705,01-17-2017,5057,2058,0,2005
1993, BRITISH COLUMBIA RD ,'', YUKON PL , PRIVATE ACCESS ,11-29-2004,43.631640000000004,-79.42724,05-03-2011,5836,25,0,2004
1994, LAKE SHORE BLVD W ,'', LEGION RD , PRIVATE ACCESS ,06-24-2008,43.62053,-79.48326,12-18-2014,9027,457,1,2008
1995, BAYVIEW AVE ,'', KILGOUR RD ,'',12-02-2003,43.71676,-79.37810999999999,04-11-2011,22384,768,1,2003
1996, BIRCHMOUNT RD ,'', ASHTONBEE RD ,'',10-19-2005,43.7328644,-79.2788977,01-31-2013,13113,86,2,2005
1997, WILLIAM R ALLEN RD ,'', RIMROCK RD ,'',04-06-2004,43.75773,-79.46497,11-30-2016,23942,326,1,2004
1999, ST GEORGE ST , 112m NORTH OF , COLLEGE ST ,'',12-19-2003,43.6597,-79.39661,01-17-2017,4436,7353,4,2003
2000, LAWRENCE AVE W ,'', DUCKWORTH ST , BLACKSTONE ST ,07-02-2004,43.70364,-79.50001999999999,06-14-2013,9487,401,4,2004
2001, PAPE AVE ,'', FLOYD AVE ,'',03-09-2006,43.68755,-79.34809,01-12-2017,8566,2081,3,2006
2002, ST CLAIR AVE W ,'', TWEEDSMUIR AVE ,'',02-15-2007,43.68424,-79.41346,10-08-2009,11903,1240,3,2007
2003, MILITARY TRL , 335m EAST OF , MORNINGSIDE AVE , PRIVATE ACCESS ,09-28-2004,43.787814000000004,-79.19062,02-10-2016,7669,1696,1,2004
2004, LAKE SHORE BLVD W ,'', FIRST ST ,'',06-18-2004,43.602270000000004,-79.49849,11-12-2015,7412,642,4,2004
2005, THE QUEENSWAY , 80m EAST OF , HIGH ST , PRIVATE ACCESS ,02-25-2004,43.63087,-79.48207,10-05-2016,20017,776,2,2004
2006, MCCOWAN RD , 180m NORTH OF , LAWRENCE AVE E , PRIVATE ACCESS ,07-19-2005,43.75697,-79.24562,05-04-2015,15900,156,1,2005
2007, THE WESTWAY ,'', WINCOTT DR ,'',12-14-2004,43.68739,-79.54975,12-09-2015,8082,132,1,2004
2008, SCARLETT RD ,'', ALMA DR , SCARLETTWOOD CRT ,06-29-2005,43.692640000000004,-79.51745,11-29-2016,8318,223,2,2005
2009, HUMBER COLLEGE BLVD ,'', HUMBERLINE DR ,'',01-23-2006,43.73216,-79.60922,12-13-2011,9641,1295,0,2006
2010, ST CLAIR AVE W ,'', SCARLETT RD ,'',01-31-1958,43.666090000000004,-79.49925,01-25-2018,14087,274,4,1958
2012, BIRCHMOUNT RD ,'', NEWLANDS AVE ,'',09-22-2004,43.70994,-79.26931,06-06-2016,7566,896,2,2004
2014, CHURCH ST ,'', THE ESPLANADE ,'',05-27-2004,43.6473,-79.37329,08-13-2013,4006,5271,3,2004
2016, CHURCH ST ,'', MAITLAND ST ,'',08-04-2004,43.66466,-79.38046999999999,01-18-2017,8481,8016,2,2004
2017, DUNDAS ST W ,'', HUMBER HILL AVE ,'',06-16-2004,43.66493,-79.50147,05-10-2016,19085,372,2,2004
2018, ISLINGTON AVE , 172m SOUTH OF , BERGAMOT AVE , PRIVATE ACCESS ,10-01-2004,43.7155,-79.55528000000001,04-23-2014,13323,1185,4,2004
2021, MCCOWAN RD , 120m NORTH OF , ELLESMERE RD , PRIVATE ACCESS ,12-10-2004,43.773277574,-79.251751453,04-29-2015,20670,712,4,2004
2023, RICHMOND ST W ,'', BRANT ST ,'',12-03-2004,43.647490000000005,-79.39865,01-11-2010,5219,773,4,2004
2024, ST CLAIR AVE W ,'', MOULD AVE , PRIVATE ACCESS ,12-15-2004,43.668240000000004,-79.48704000000001,01-25-2018,13096,834,2,2004
2025, QUEEN ST E ,'', GLEN MANOR DR ,'',10-08-2004,43.671640000000004,-79.29263,01-12-2010,8708,1261,4,2004
2026, BLOOR ST E ,'', HUNTLEY ST , MOUNT PLEASANT RD NB ON-RAMP ,01-13-2006,43.67192,-79.37907,04-22-2017,13424,2824,4,2006
2027, O CONNOR DR ,'', RIVERCOURT BLVD ,'',08-04-2005,43.693609,-79.34824,06-01-2010,7141,212,3,2005
2028, ST CLAIR AVE W ,'', MONDOVI GT , PRIVATE ACCESS ,11-08-2004,43.6709,-79.47522,06-20-2013,11724,439,0,2004
2029, PROGRESS AVE , 290m EAST OF , BRIMLEY RD , PRIVATE ACCESS ,10-31-2005,43.77733,-79.26128,03-08-2016,21537,775,0,2005
2030, SHEPPARD AVE E , 115m WEST OF , AMETHYST RD ,'',05-11-2005,43.78018,-79.30185,06-14-2012,13166,67,2,2005
2031, THE WESTWAY ,'', TREHORNE DR ,'',08-09-2005,43.69117,-79.536208,04-21-2011,7883,86,1,2005
2032, MIDLAND AVE ,'', HAVENDALE RD ,'',11-29-2005,43.79331,-79.28186,12-14-2016,12449,155,1,2005
2033, STEELES AVE E ,'', REDLEA AVE , PRIVATE ACCESS ,08-25-2005,43.824129268,-79.30504024,05-30-2015,18557,1232,3,2005
2034, LAKE SHORE BLVD W ,'', PALACE PIER CRT ,'',08-22-1995,43.63131,-79.47555,10-06-2016,6266,100,1,1995
2035, CARLTON ST , 108m WEST OF , CHURCH ST , PRIVATE ACCESS ,07-06-2005,43.6616,-79.3807,03-14-2016,8517,5760,2,2005
2036, CHURCH ST ,'', WOOD ST ,'',08-10-2005,43.66282,-79.37973000000001,04-20-2016,9467,5292,2,2005
2037, ALBION RD ,'', STEINWAY BLVD , PRIVATE ACCESS ,01-10-2006,43.74805,-79.62876,05-24-2016,13276,102,1,2006
2038, STEELES AVE W , 200m EAST OF , ALNESS ST , PRIVATE ACCESS ,03-16-2005,43.78535,-79.47835,05-13-2015,22949,278,2,2005
2039, ESTHER SHINER BLVD ,'', PROVOST DR , PRIVATE ACCESS ,12-02-2008,43.768359999999994,-79.37052,01-19-2009,3003,80,1,2008
2040, GARDINER E PARK LAWN RD RAMP ,'', LEGION RD N ,'',12-22-2006,43.62518,-79.48925,01-20-2015,7957,0,4,2006
2041, ESTHER SHINER BLVD ,'', OLD LESLIE ST , PRIVATE ACCESS ,03-31-2009,43.76936,-79.36616,02-08-2010,4825,151,1,2009
2042, THE POND RD ,'', IAN MACDONALD BLVD , PRIVATE ACCESS ,02-03-2005,43.77093,-79.49831999999999,02-26-2009,5073,2414,3,2005
2043, MCNICOLL AVE ,'', TAPSCOTT RD ,'',01-21-2011,43.82589,-79.24308,04-12-2011,10607,22,4,2011
2044, MCNICOLL AVE ,'', MORNINGSIDE AVE , OASIS BLVD ,01-21-2011,43.827290000000005,-79.23467,02-23-2016,8986,9,4,2011
2045, MORNINGSIDE AVE ,'', NEILSON DR , NIGHTSTAR RD ,06-22-2006,43.82305,-79.23009,02-23-2016,8262,51,3,2006
2046, MORNINGSIDE AVE ,'', FINCH AVE E , STAINES RD ,06-22-2006,43.81977,-79.22108,02-27-2016,10521,275,3,2006
2047, WARDEN AVE , 273m NORTH OF , FINCH AVE E ,'',01-18-2006,43.79918,-79.31694,08-13-2012,10528,438,2,2006
2049, PASSMORE AVE ,'', SILVER STAR BLVD ,'',04-25-2006,43.819990000000004,-79.2981,05-23-2015,8111,91,1,2006
2051, KENNEDY RD ,'', HAVENDALE RD ,'',11-29-2005,43.7911,-79.29172,07-07-2010,18702,419,1,2005
2052, BELLAMY RD N ,'', NELSON ST ,'',11-17-2005,43.74654,-79.23106999999999,05-31-2010,6586,667,3,2005
2053, WILLIAM KITCHEN RD , 200m EAST OF , KENNEDY RD , PRIVATE ACCESS ,12-07-2005,43.77302,-79.28152,05-03-2010,7184,133,2,2005
2054, QUEENS PLATE DR ,'', JANDA CRT , PRIVATE ACCESS ,04-25-2006,43.723009999999995,-79.60101999999999,02-16-2012,5874,533,1,2006
